size,file,constructorCount,declarationCount,expressionCount,groupingOrIIFECount,arrowCount,totalCount
8,drift/src/routines/schemaTransforms.js,0,0,0,0,0,0
8,drift/src/routines/testNetwork.js,0,0,0,0,0,0
8,drift/src/routines/transformBinomialMetrics.js,0,0,0,0,1,1
8,drift/src/routines/unwrapPrediction.js,0,0,0,0,0,0
8,drift/src/routinesThatAcceptUnderbarParameter.js,0,0,0,0,0,0
8,drift/src/utils/describeCount.js,0,0,0,0,0,0
8,drift/src/utils/format1d0.js,0,0,0,0,0,0
8,drift/src/utils/formatBytes.js,0,0,0,0,0,0
8,drift/src/utils/formatClockTime.js,0,0,0,0,0,0
8,drift/src/utils/formatElapsedTime.js,0,0,0,0,0,0
8,drift/src/utils/formatMilliseconds.js,0,0,0,0,0,0
8,drift/src/utils/fromNow.js,0,0,0,0,0,0
8,drift/src/utils/getFileBaseName.js,0,0,0,0,0,0
8,drift/src/utils/highlight.js,0,0,0,0,0,0
8,drift/src/utils/multilineTextToHTML.js,0,0,0,0,1,1
8,drift/src/utils/padTime.js,0,0,0,0,0,0
8,drift/src/utils/sanitizeName.js,0,0,0,0,0,0
8,drift/src/utils/splitTime.js,0,0,0,0,0,0
8,drift/src/utils/uuid.js,0,0,0,0,0,0
8,drift/src/utils/validateFileExtension.js,0,0,0,0,0,0
